site_seq,sitecode,site,year,sample_date,sample_id,code,samp_pt_name,lab,lab_id,method,method_name,parameter,concentration,units,lab_qualifier,qualifier,qual_description,rl,mdl,prep_method,dilution_factor,cas_no,conc_ugg,conc_ngg,rl_ugg,rl_ngg
70678,CBMCMC,MILL CREEK,2009,2009-11-10,CBMCMC REP 4,CBMCMC_REP_4_2009_5,REP 4,AXYS ANALYTICAL SERVICES,L13939-12,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,130.575,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.130575,130.575,NA,NA
70678,CBMCMC,MILL CREEK,2009,2009-11-10,CBMCMC REP 4,CBMCMC_REP_4_2009_5,REP 4,AXYS ANALYTICAL SERVICES,L13939-12,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,436.3,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.4363,436.3,NA,NA
70678,CBMCMC,MILL CREEK,2009,2009-11-10,CBMCMC REP 4,CBMCMC_REP_4_2009_5,REP 4,AXYS ANALYTICAL SERVICES,L13939-12 I,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,46211.055,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.046211055,46.211055,NA,NA
70678,CBMCMC,MILL CREEK,2009,2009-11-10,CBMCMC REP 4,CBMCMC_REP_4_2009_5,REP 4,AXYS ANALYTICAL SERVICES,L13939-12,MLA-035,AXYS INTERNAL METHOD FOR ANALYSIS OF MULTI-RESIDUE PESTICIDES BY HRGC/HRMS.  BASED ON EPA 1699.,TOTAL PESTICIDES21-H,14.0363,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.014036300000000002,14.0363,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,34680.661,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.034680661,34.680661,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.22,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.22e-6,0.00122,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.09,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.09e-6,0.00109,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,98.1095,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0981095,98.1095,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,126.1195,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.1261195,126.1195,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,431.4025,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.43140249999999997,431.4025,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,550.8845,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.5508845,550.8845,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 1 2011,CBMCMC_REP_1_2011_2011_2,REP 1 2011,AXYS ANALYTICAL SERVICES,L17179-9,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,10.90905,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.01090905,10.90905,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.07,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,1.07e-6,0.00107,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,10.807,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.010807,10.807,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,97.925,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.097925,97.925,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,124.695,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.124695,124.695,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,442.38,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.44238,442.38,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,551.38,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.55138,551.38,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,92.413,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.092413,92.413,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,117.173,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.117173,117.173,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,425.263,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.425263,425.263,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,535.149,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.535149,535.149,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 2 2011,CBMCMC_REP_2_2011_2011_2,REP 2 2011,AXYS ANALYTICAL SERVICES,L17179-10,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,33716.0495,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0337160495,33.716049500000004,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,12.03175,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.01203175,12.03175,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.914,PG/G,NA,NA,NA,NA,NA,E1668A,1,DEP14138,9.14e-7,9.140000000000001e-4,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,90.1545,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.0901545,90.1545,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,114.4895,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.11448950000000001,114.4895,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,534.6195,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.5346195,534.6195,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,649.866,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.6498659999999999,649.866,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 3 2011,CBMCMC_REP_3_2011_2011_2,REP 3 2011,AXYS ANALYTICAL SERVICES,L17179-11,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,35699.1215,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0356991215,35.699121500000004,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,MLA-007-E1,AXYS INTERNAL METHOD FOR DETERMINATION OF ORGANOCHLORINE PESTICIDES IN WATER BY CAPILLARY GAS CHROMATOGRAPHY,TOTAL PESTICIDES21-H,10.734,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14296,0.010734,10.734,NA,NA
70678,CBMCMC,MILL CREEK,2011,2011-10-04,CBMCMC REP 4 2011,CBMCMC_REP_4_2011_2011_2,REP 4 2011,AXYS ANALYTICAL SERVICES,L17179-12,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,31636.1845,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0316361845,31.6361845,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 1 2014,CBMCMC_REP_1_2014_2014_1,REP 1 2014,AXYS ANALYTICAL SERVICES,L22432-9,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.158,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.158e-6,0.001158,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 1 2014,CBMCMC_REP_1_2014_2014_1,REP 1 2014,AXYS ANALYTICAL SERVICES,L22432-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,137.40595,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.13740595,137.40595,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 1 2014,CBMCMC_REP_1_2014_2014_1,REP 1 2014,AXYS ANALYTICAL SERVICES,L22432-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,249.64305,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.24964305,249.64305,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 1 2014,CBMCMC_REP_1_2014_2014_1,REP 1 2014,AXYS ANALYTICAL SERVICES,L22432-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,302.9937,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.3029937,302.9937,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 1 2014,CBMCMC_REP_1_2014_2014_1,REP 1 2014,AXYS ANALYTICAL SERVICES,L22432-9,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,115.39595,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.11539595,115.39595,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 1 2014,CBMCMC_REP_1_2014_2014_1,REP 1 2014,AXYS ANALYTICAL SERVICES,L22432-9,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,39253.8324,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.0392538324,39.2538324,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 2 2014,CBMCMC_REP_2_2014_2014_1,REP 2 2014,AXYS ANALYTICAL SERVICES,L22432-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,286.2411,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.2862411,286.2411,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 2 2014,CBMCMC_REP_2_2014_2014_1,REP 2 2014,AXYS ANALYTICAL SERVICES,L22432-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,109.18715,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.10918715000000001,109.18715,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 2 2014,CBMCMC_REP_2_2014_2014_1,REP 2 2014,AXYS ANALYTICAL SERVICES,L22432-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,131.64015,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.13164015,131.64015,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 2 2014,CBMCMC_REP_2_2014_2014_1,REP 2 2014,AXYS ANALYTICAL SERVICES,L22432-10,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,232.31285,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.23231285000000002,232.31285,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 2 2014,CBMCMC_REP_2_2014_2014_1,REP 2 2014,AXYS ANALYTICAL SERVICES,L22432-10,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),0.9869,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,9.869e-7,9.869e-4,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 2 2014,CBMCMC_REP_2_2014_2014_1,REP 2 2014,AXYS ANALYTICAL SERVICES,L22432-10,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,31020.8753,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.031020875299999997,31.0208753,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 3 2014,CBMCMC_REP_3_2014_2014_1,REP 3 2014,AXYS ANALYTICAL SERVICES,L22432-11,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.281,PG/G,NA,NA,NA,NA,NA,NA,1,DEP14138,1.2809999999999999e-6,0.001281,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 3 2014,CBMCMC_REP_3_2014_2014_1,REP 3 2014,AXYS ANALYTICAL SERVICES,L22432-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,293.04195,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.29304195,293.04195,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 3 2014,CBMCMC_REP_3_2014_2014_1,REP 3 2014,AXYS ANALYTICAL SERVICES,L22432-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,104.0029,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.1040029,104.0029,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 3 2014,CBMCMC_REP_3_2014_2014_1,REP 3 2014,AXYS ANALYTICAL SERVICES,L22432-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,126.4679,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.1264679,126.4679,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 3 2014,CBMCMC_REP_3_2014_2014_1,REP 3 2014,AXYS ANALYTICAL SERVICES,L22432-11,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,238.122,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.23812200000000003,238.122,NA,NA
70678,CBMCMC,MILL CREEK,2014,2014-09-17,CBMCMC REP 3 2014,CBMCMC_REP_3_2014_2014_1,REP 3 2014,AXYS ANALYTICAL SERVICES,L22432-11,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,38763.9019,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.038763901899999995,38.7639019,NA,NA
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 1 2017,CBMCMC_REP_1_2017_2017_2,REP 1 2017,AXYS ANALYTICAL SERVICES,L28408-5,CALCULATED,CALCULATED,PCB TOTAL TEQ (ND=1/2 DL),1.841,PG/G,NA,NA,NA,NA,NA,METHOD,1,DEP14138,1.8409999999999998e-6,0.001841,NA,NA
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 1 2017,CBMCMC_REP_1_2017_2017_2,REP 1 2017,AXYS ANALYTICAL SERVICES,L28408-5,E1668A,"EPA: CHLORINATED BIPHENYL CONGENERS IN WATER, SOIL, SEDIMENT, AND TISSUE BY HRGC/HRMS",TOTAL PCB-H,45941.7774,PG/G,NA,NA,NA,NA,NA,NA,NA,DEP14151,0.045941777399999995,45.9417774,NA,NA
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 1 2017,CBMCMC_REP_1_2017_2017_2,REP 1 2017,AXYS ANALYTICAL SERVICES,L28408-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH19-H,116.3795,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14287,0.1163795,116.3795,NA,NA
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 1 2017,CBMCMC_REP_1_2017_2017_2,REP 1 2017,AXYS ANALYTICAL SERVICES,L28408-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH-H,323.6912,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14284,0.3236912,323.6912,NA,NA
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 1 2017,CBMCMC_REP_1_2017_2017_2,REP 1 2017,AXYS ANALYTICAL SERVICES,L28408-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH24-H,150.9055,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14290,0.1509055,150.9055,NA,NA
70678,CBMCMC,MILL CREEK,2017,2017-10-12,CBMCMC REP 1 2017,CBMCMC_REP_1_2017_2017_2,REP 1 2017,AXYS ANALYTICAL SERVICES,L28408-5,SW8270CM,SW846: MODIFIED - SEMIVOLATILE ORGANIC COMPOUNDS BY GAS CHROMATOGRAPHY/MASS SPECTROMETRY (GC/MS) (CAPILLARY COLUMN TECHNIQUE),TOTAL PAH40-H,236.61405,NG/G,NA,NA,NA,NA,NA,NA,NA,DEP14293,0.23661405,236.61405,NA,NA
